0.1241156758 0.9395088831
0.4453733399 0.3422547374
0.1839864750 0.8054235532
0.9346699352 0.6013561838
0.8104919361 0.8107344175
0.7598357161 0.4509545274
0.7579355555 0.0293193912
0.6585101307 0.2255151848
0.4953203652 0.5857368938
0.0878833237 0.1783946688
0.7870051940 0.9482183865
0.8044915653 0.0237483285
0.5877561332 0.3764668816
0.9009818362 0.0051065926
0.1043510369 0.6597682949
0.8004656967 0.1164239034
0.6763747783 0.4135709745
0.9879865276 0.6095717922
0.4078995310 0.4684548888
0.9443275071 0.1890207745
0.8809791151 0.8360535844
0.7080543475 0.7544052340
0.4585260071 0.5018919596
0.2361059107 0.3424865412
0.5610355155 0.8332689446
0.6608314237 0.1325426215
0.3172504391 0.7373791515
0.1921641852 0.3073623663
0.3473228125 0.2250892677
0.7182824494 0.9528809746
0.3580536653 0.6715462272
0.6879276625 0.4832528438
0.1987286426 0.5866028180
0.0744424711 0.6981423001
0.0438934145 0.9645351843
0.7280949779 0.1216645880
0.2027296029 0.4504534715
0.2125356594 0.7973004416
0.4857260476 0.3950544484
0.9270782405 0.9829325373
0.1359431623 0.9529411474
0.4633197019 0.9207315081
0.6178164836 0.3737721863
0.3974565460 0.9668982802
0.3802408300 0.5292603090
0.1341785273 0.2283185957
0.4173453444 0.0798985909
0.6905163203 0.5422000224
0.6502636441 0.9087615438
0.0254001244 0.1790618264
0.9722989133 0.0094398049
0.4104910421 0.2804791257
0.1297826085 0.7128790437
0.5182402895 0.4453150425
0.3588540658 0.3534889615
0.1329019555 0.4395034648
0.0371982664 0.4163746225
0.3187871921 0.0655908076
0.2279468934 0.1610526331
0.2974404474 0.3331531558
0.3445751639 0.2968067158
0.3723057155 0.2169456756
0.7204403038 0.6832937914
0.8171218241 0.1764095290
0.3599585168 0.2676406242
0.4246545897 0.8912780044
0.8312824421 0.6447051954
0.2479792887 0.1999335247
0.1493219579 0.1671740713
0.2005333956 0.3194409021
0.6252743432 0.4416099348
0.4973559777 0.0915150073
0.3223468044 0.1584599624
0.1927305851 0.2028932046
0.7705417839 0.4295186715
0.2138919833 0.2406198049
0.5353348480 0.3846660399
0.6122077197 0.6846817002
0.7005328695 0.5282559306
0.1985923451 0.8374565927
0.1749082306 0.9198189461
0.1357691978 0.5198681233
0.3413394502 0.3474006088
0.4039010631 0.6094310515
0.0777515337 0.3566380152
0.7062307982 0.0900847585
0.7483670247 0.9144686775
